Document Title,uuid_formula,airtable_uuid,duplicate_flagger
General Prior Authorization Form (IL),CHIR_IDrec9DqljQZJDuZwXO-310744-ILGeneral Prior A,rec9DqljQZJDuZwXO,non_duplicate
General Medication Prior Authorization Form (NM),CHIR_IDrecSibm85rNaRY449-310745-NMGeneral Medicat,recSibm85rNaRY449,non_duplicate
Global Surgical Package (Comnmercial),CHIR_IDrecXTT0D8z2uBX4N8-310778-NYGlobal Surgical,recXTT0D8z2uBX4N8,non_duplicate
Global Surgical Package (Medicare),CHIR_IDrecBlsUkIAAmRiSzz-310779-NYGlobal Surgical,recBlsUkIAAmRiSzz,non_duplicate
Inpatient Readmission (Commercial),CHIR_IDrectFSDnjcazYDAYw-310784-NYInpatient Readm,rectFSDnjcazYDAYw,non_duplicate
Locum Tenens Physicians (EBCBS Medicare),CHIR_IDrecpOCFmbNfP522DR-310788-NYLocum Tenens Ph,recpOCFmbNfP522DR,non_duplicate
Maternity Services (EBCBS Medicare),CHIR_IDrecID3eBOD4ukJstJ-310790-NYMaternity Servi,recID3eBOD4ukJstJ,non_duplicate
Moderate (Conscious) Sedation (Commercial),CHIR_IDrecZWb4Fthjg4w49T-310795-NYModerate (Consc,recZWb4Fthjg4w49T,non_duplicate
Modifier 22 (Medicare),CHIR_IDrecpSiFPTmogrA1yo-310800-NYModifier 22 (Me,recpSiFPTmogrA1yo,non_duplicate
Large Group Care Choices Medication Guide (FL Health Plan),CHIR_IDrecmfjO2kbN9vzFRn-310802-FLLarge Group Car,recmfjO2kbN9vzFRn,non_duplicate
Modifier 24 (Medicare),CHIR_IDrecFzBwQATZvDlk1Y-310803-NYModifier 24 (Me,recFzBwQATZvDlk1Y,non_duplicate
Modifier 26 and TC: Professional and Technical Component (Commercial),CHIR_IDrec1fdYCqU8SlO9Eo-310805-NYModifier 26 and,rec1fdYCqU8SlO9Eo,non_duplicate
Modifier 62: Co-Surgeon Services (Commercial),CHIR_IDrecf8mJ5bLWcLZmmz-310808-NYModifier 62: Co,recf8mJ5bLWcLZmmz,non_duplicate
Large Group ValueScript Rx Medication Guide (FL Health Plan),CHIR_IDrecCaIH7PomONSHnG-310810-FLLarge Group Val,recCaIH7PomONSHnG,non_duplicate
Modifier 63: Procedure on Infants less than 4kg (Medicare),CHIR_IDrecwpLyDJ2vxHoT73-310812-NYModifier 63: Pr,recwpLyDJ2vxHoT73,non_duplicate
Modifier 66: Surgical Teams (Commercial),CHIR_IDrecTpDfoHbeH4aEL9-310814-NYModifier 66: Su,recTpDfoHbeH4aEL9,non_duplicate
Modifier 66 (EBCBS Medicare),CHIR_IDrecLPgwrPWgVJqzwI-310816-NYModifier 66 (EB,recLPgwrPWgVJqzwI,non_duplicate
Modifier 76 (EBCBS Medicare),CHIR_IDrecN1KSfVV658wRLv-310821-NYModifier 76 (EB,recN1KSfVV658wRLv,non_duplicate
Modifier 78: Return to OR for Related Procedure PostOp (EBCBS Medicare),CHIR_IDrecCQOXVt0fPtBS6z-310824-NYModifier 78: Re,recCQOXVt0fPtBS6z,non_duplicate
Modifier FB (Commercial),CHIR_IDrecT3SYACVK4YkLe7-310829-NYModifier FB (Co,recT3SYACVK4YkLe7,non_duplicate
Modifier LT/RT: Left Side/Right Side Procedures (EBCBS Medicare),CHIR_IDrecEnijdxRhG4QszG-310830-NYModifier LT/RT:,recEnijdxRhG4QszG,non_duplicate
Modifier Usage (Medicare),CHIR_IDrec2uY2IjOlUa37hu-310831-NYModifier Usage ,rec2uY2IjOlUa37hu,non_duplicate
Modifiers 25 and 57 (Commercial),CHIR_IDrec8F4AGzU1tCEr0P-310832-NYModifiers 25 an,rec8F4AGzU1tCEr0P,non_duplicate
Modifiers 25 and 57 (EBCBS Medicare),CHIR_IDrecOrSnVdNpcp3Xjf-310833-NYModifiers 25 an,recOrSnVdNpcp3Xjf,non_duplicate
Multiple Delivery Services (EBCBS Medicare),CHIR_IDrecumdrH5YUswYcn1-310835-NYMultiple Delive,recumdrH5YUswYcn1,non_duplicate
Multiple Radiology Payment Reduction (Medicare),CHIR_IDrecZCZyU2oRSeA5CA-310838-NYMultiple Radiol,recZCZyU2oRSeA5CA,non_duplicate
Newborn Inpatient Stays (Commercial),CHIR_IDrecydSYcGBgiICRYn-310840-NYNewborn Inpatie,recydSYcGBgiICRYn,non_duplicate
Non-Patient Laboratory Services (Commercial),CHIR_IDrecgR1gXm8QM3bOb1-310841-NYNon-Patient Lab,recgR1gXm8QM3bOb1,non_duplicate
Nurse Practitioner and Physician Assistant Services (Commercial),CHIR_IDrecqz0dRnofxD351G-310842-NYNurse Practitio,recqz0dRnofxD351G,non_duplicate
Nurse Practitioner and Physician Assistant Services (Medicare),CHIR_IDrecpd9arN3SB4dTOx-310843-NYNurse Practitio,recpd9arN3SB4dTOx,non_duplicate
Facility Guidelines for Claims Related to Professional Services - Facilities (Medicare),CHIR_IDrechay3gdirZLcAND-310844-NYFacility Guidel,rechay3gdirZLcAND,non_duplicate
Portable Mobile Handheld Radiology (EBCBS Medicare),CHIR_IDrecZR2lKrJi5hhYoH-310846-NYPortable Mobile,recZR2lKrJi5hhYoH,non_duplicate
Treatment Rooms with Office Evaluation and Management Services (Commercial),CHIR_IDrecoXHe11RYekDbxl-310847-NYTreatment Rooms,recoXHe11RYekDbxl,non_duplicate
Three-Dimensional (3D) Radiology Services (Commercial),CHIR_IDrecnH2bNwEghyLqYH-310852-NYThree-Dimension,recnH2bNwEghyLqYH,non_duplicate
Transitional Care (Commercial),CHIR_IDrec1vvE7Pwdkuk29G-310853-NYTransitional Ca,rec1vvE7Pwdkuk29G,non_duplicate
Transportation Services: Ambulance and Non-Emergent Transport (EBCBS Medicare),CHIR_IDrec7YNNK06QM9JWMN-310855-NYTransportation ,rec7YNNK06QM9JWMN,non_duplicate
Annual Well Visit Billed With Preventive Medicine Evaluation (WA),CHIR_IDrecSjbVXSJ0VaNIdJ-310918-WAAnnual Well Vis,recSjbVXSJ0VaNIdJ,non_duplicate
CLIA Non-Waived Tests in Office (WA),CHIR_IDrecsz8a45NLWkwjC4-310929-WACLIA Non-Waived,recsz8a45NLWkwjC4,non_duplicate
CLIA Waived Tests in Office (WA),CHIR_IDrec2X4FjzOfg22i91-310930-WACLIA Waived Tes,rec2X4FjzOfg22i91,non_duplicate
Laboratory (WA),CHIR_IDreczSFQJ6bKD7eFfg-310932-WALaboratory (WA),reczSFQJ6bKD7eFfg,non_duplicate
Portable X-Ray Equipment Transportation (WA),CHIR_IDrecndZ6SVyfBpKZZ4-310933-WAPortable X-Ray ,recndZ6SVyfBpKZZ4,non_duplicate
Revenue Code Billed Without Required Procedure Code (WA),CHIR_IDrecS30PTJJSuivppX-310934-WARevenue Code Bi,recS30PTJJSuivppX,non_duplicate
Facility Take-Home DME and Medical Supplies (EBCBS Medicare),CHIR_IDreceUOKGiKRIEsEIq-310936-NYFacility Take-H,receUOKGiKRIEsEIq,non_duplicate
Proof of Timely Filing (Medicare),CHIR_IDrecu8Jv5l7DjbXyWG-310941-NYProof of Timely,recu8Jv5l7DjbXyWG,non_duplicate
Prolonged Services (Commercial),CHIR_IDrecRumWVGmLW9pWrg-310943-NYProlonged Servi,recRumWVGmLW9pWrg,non_duplicate
Prosthetics & Orthotics (EBCBS Medicare),CHIR_IDrec43yXfocNjy9l68-310952-NYProsthetics & O,rec43yXfocNjy9l68,non_duplicate
Preventable Adverse Events (Medicare),CHIR_IDrecTxPFbhlU4z2iq4-310953-NYPreventable Adv,recTxPFbhlU4z2iq4,non_duplicate
Provider Preventable Conditions (Medicare Advantage),CHIR_IDrec7OKrgElTvKJwCr-310954-NYProvider Preven,rec7OKrgElTvKJwCr,non_duplicate
"Aetna Health Exchange Plan Formulary (IL, IN Health Plan)",CHIR_IDrecnLJ9OfLwoWEi2i-310965-ILAetna Health Ex,recnLJ9OfLwoWEi2i,non_duplicate
Aetna Health Exchange Plan Formulary (DE Health Plan),CHIR_IDrecyGFalKBIIUXJjS-310966-DEAetna Health Ex,recyGFalKBIIUXJjS,non_duplicate
PreventiveRx Expanded Plan (VA Health Plan),CHIR_IDrec33BYbIawU9t5y0-311001-VAPreventiveRx Ex,rec33BYbIawU9t5y0,non_duplicate
Benefit Summary (BlueDental Copayment QF Plan),CHIR_IDrecj7zw5Md3idO66A-311032-FLBenefit Summary,recj7zw5Md3idO66A,non_duplicate
"Provider Participation, Plans and Products, Utilization Management, Standing Authorizations",CHIR_IDrecGIiNBq4Q6PtpME-311033-FLProvider Partic,recGIiNBq4Q6PtpME,non_duplicate
"Care Review, Coordination of Benefits, Appeals and Grievances, Quality and Compliance, Programs, Self Service Tools and, Resources","CHIR_IDrech8DhRsANQqlr6C-311034-FLCare Review, Co",rech8DhRsANQqlr6C,non_duplicate
Select Medication List (IL Health Plan),CHIR_IDrecWUmO2uoHttNAlI-311049-ILSelect Medicati,recWUmO2uoHttNAlI,non_duplicate
Nonstandard Laboratory Test Panels (Commercial),CHIR_IDrecm5vnBA1c62g3uw-311088-AKNonstandard Lab,recm5vnBA1c62g3uw,non_duplicate
"Approved and Accepted Off-label Medical Necessity Criteria for Products, Drugs, and Biologicals",CHIR_IDrec6d7qbbhbnQLQc2-311177-AZApproved and Ac,rec6d7qbbhbnQLQc2,non_duplicate
Aetna Better Health Over the Counter (OTC) Item Catalog (IL Medicaid),CHIR_IDrec4Fl8IjqAZ7oJcT-311345-ILAetna Better He,rec4Fl8IjqAZ7oJcT,non_duplicate
"Durable Medical Equipment (DME), Prosthetics, Corrective Appliances/Orthotics (Non-Foot Orthotics) and Medical Supplies (West CA)",CHIR_IDrecwWwYKFQv6qVVto-311552-CADurable Medical,recwWwYKFQv6qVVto,non_duplicate
"Durable Medical Equipment (DME), Prosthetics, Corrective Appliances/Orthotics (Non-Foot Orthotics) and Medical Supplies (West OR, OK, TX, and WA)",CHIR_IDrecYkmAjSaBv1UhgO-311553-OKDurable Medical,recYkmAjSaBv1UhgO,non_duplicate
Clinical Information to Establish Medical Necessity (eviCore),CHIR_IDrecFRkHVhkKkMDs21-311583-AKClinical Inform,recFRkHVhkKkMDs21,non_duplicate
Tzield (Commercial),CHIR_IDrecsjdIJA58P00auh-311640-AKTzield (Commerc,recsjdIJA58P00auh,non_duplicate
Health Insurance Marketplace 4-Tier Drug List (IL Health Plan),CHIR_IDrecBM1DTSNPLoIDpg-311655-AKHealth Insuranc,recBM1DTSNPLoIDpg,non_duplicate
Health Insurance Marketplace 4-Tier Drug List (HMO POS) (IL Health Plan),CHIR_IDrec0Y84cLsYbBeZf0-311656-AKHealth Insuranc,rec0Y84cLsYbBeZf0,non_duplicate
Authorization Request Form (California),CHIR_IDreckzgTMy0uP3nIMS-311984-AZAuthorization R,reckzgTMy0uP3nIMS,non_duplicate
External Appeal Application (California),CHIR_IDreccUkYHZpN1DZ7bL-311986-AZExternal Appeal,reccUkYHZpN1DZ7bL,non_duplicate
Health Insurance Marketplace 4-Tier Drug List (Health Plan),CHIR_IDrecMUcnZLAncAAObT-311991-TXHealth Insuranc,recMUcnZLAncAAObT,non_duplicate
Standard Prior Authorization Requests (AZ),CHIR_IDrecHJbXwP1Er7SlQT-312259-AZStandard Prior ,recHJbXwP1Er7SlQT,non_duplicate
Prescription Drug Prior Authorization Request (AZ),CHIR_IDrecvCJwrjI2ifc7iA-312260-AZPrescription Dr,recvCJwrjI2ifc7iA,non_duplicate
Servicing Provider Change Request Form for Medical Benefit Medications (Commercial),CHIR_IDrecWzdZaOTJQKoEgA-312264-CAServicing Provi,recWzdZaOTJQKoEgA,non_duplicate
NetResults-A HSA Preventive Drug List (FL Health Plan),CHIR_IDrecd7N7mxXLouso7H-312441-FLNetResults-A HS,recd7N7mxXLouso7H,non_duplicate
External Appeal Application (Arizona),CHIR_IDrec338aqfWhZWy5G5-312504-AZExternal Appeal,rec338aqfWhZWy5G5,non_duplicate
Provider Dispute Resolution Form (Arizona),CHIR_IDrecURcSCd3hbO9P8C-312505-AZProvider Disput,recURcSCd3hbO9P8C,non_duplicate
CMS-1500 Health Insurance Claim Form,CHIR_IDrecVZMa7FEmh2Ucjk-312506-AZCMS-1500 Health,recVZMa7FEmh2Ucjk,non_duplicate
Member Grievance Form (Arizona),CHIR_IDreccEOJe4nriWXw1w-312507-AZMember Grievanc,reccEOJe4nriWXw1w,non_duplicate
Oscar Appeal Form,CHIR_IDrecvpvY8UOZVzeNUh-312508-AZOscar Appeal Fo,recvpvY8UOZVzeNUh,non_duplicate
Prescription Drug Prior Authorization or Exception Request Form (Arizona),CHIR_IDrecBNjnj88z7BGv14-312509-AZPrescription Dr,recBNjnj88z7BGv14,non_duplicate
External Appeal Application Form (Florida),CHIR_IDrecfmMcl3HUaSodOl-312514-FLExternal Appeal,recfmMcl3HUaSodOl,non_duplicate
Prior Authorization Form (Florida),CHIR_IDrecttP8PeIJSLm0LG-312515-FLPrior Authoriza,recttP8PeIJSLm0LG,non_duplicate
Provider Dispute Resolution Form (Florida),CHIR_IDrecJcsbv3ySTyPm9o-312516-FLProvider Disput,recJcsbv3ySTyPm9o,non_duplicate
External Appeal Application Forms (Georgia),CHIR_IDrecPgTujWUwdbtjVR-312517-GAExternal Appeal,recPgTujWUwdbtjVR,non_duplicate
External Appeal Application Forms (Michigan),CHIR_IDrec1WeGAWFVjNcAWF-312518-MIExternal Appeal,rec1WeGAWFVjNcAWF,non_duplicate
Prescription Drugs Prior Authorization Request Form (Michigan),CHIR_IDrecvWfEATZiV8X4OF-312519-MIPrescription Dr,recvWfEATZiV8X4OF,non_duplicate
Provider Dispute Resolution Form (Michigan),CHIR_IDrec0r0kJ3bQ0tOZW4-312520-MIProvider Disput,rec0r0kJ3bQ0tOZW4,non_duplicate
External Appeal Application Form (New Jersey),CHIR_IDrecg43ooHqortFq5k-312521-NJExternal Appeal,recg43ooHqortFq5k,non_duplicate
Provider Dispute Form (New Jersey),CHIR_IDrecu4xC5CZvzEHBWo-312522-NJProvider Disput,recu4xC5CZvzEHBWo,non_duplicate
Out-of-Network Surprise Medical Bill Assignment of Benefits (New York),CHIR_IDreciTgM6o57qTSotS-312535-NYOut-of-Network ,reciTgM6o57qTSotS,non_duplicate
Incident-To Services (Commercial),CHIR_IDrecNs009D11v8K0Jf-312536-ARIncident-To Ser,recNs009D11v8K0Jf,non_duplicate
External Appeal Application Form (New York),CHIR_IDrecUUrzMjJbVGAysj-312537-NYExternal Appeal,recUUrzMjJbVGAysj,non_duplicate
Provider Dispute Resolution Form (New York),CHIR_IDrecA5Sux4le7a8jpJ-312538-NYProvider Disput,recA5Sux4le7a8jpJ,non_duplicate
Non-Formulary Marketplace Exception Form,CHIR_IDrecskZEsl7FvGOO6o-312539-NYNon-Formulary M,recskZEsl7FvGOO6o,non_duplicate
Member Grievance Form (New York),CHIR_IDrecD0WK3KnB4PgWZ2-312540-NYMember Grievanc,recD0WK3KnB4PgWZ2,non_duplicate
Member Grievance Form (Ohio),CHIR_IDrecGfUk6U5U5ighZk-312541-OHMember Grievanc,recGfUk6U5U5ighZk,non_duplicate
"Provider Dispute Resolution Form (Cleveland, Ohio)",CHIR_IDrecfw2yRSgqs9bonk-312542-OHProvider Disput,recfw2yRSgqs9bonk,non_duplicate
"Provider Dispute Resolution Form (Columbus, Ohio)",CHIR_IDrecEfCL8wyr9tYGje-312543-OHProvider Disput,recEfCL8wyr9tYGje,non_duplicate
Buckeye External Appeal Application Form (Columbus),CHIR_IDreccYhCKxztyoeutM-312544-OHBuckeye Externa,reccYhCKxztyoeutM,non_duplicate
"External Appeal Application Form (Cleveland, Ohio)",CHIR_IDrecsXxwteWiOajM8X-312545-OHExternal Appeal,recsXxwteWiOajM8X,non_duplicate
Out Of Network Request eForm,CHIR_IDrecAfI4Gbku3pdWyG-312546-OHOut Of Network ,recAfI4Gbku3pdWyG,non_duplicate
External Appeal Application Form (Pennsylvania),CHIR_IDrecsk6G1ftgHs9h3B-312548-PAExternal Appeal,recsk6G1ftgHs9h3B,non_duplicate
Member Grievance Form (Tennessee),CHIR_IDrec0BXt5fl61CmzZI-312549-TNMember Grievanc,rec0BXt5fl61CmzZI,non_duplicate
External Appeal Application Form (Tennessee),CHIR_IDrecTDR7rL49i9vpfc-312550-TNExternal Appeal,recTDR7rL49i9vpfc,non_duplicate
Provider Dispute Resolution Form (Tennessee),CHIR_IDrecBTJyHugQlPzuLk-312551-TNProvider Disput,recBTJyHugQlPzuLk,non_duplicate
Potential Quality Issue (PQI) Referral Form,CHIR_IDreclafzSKl3aEOshs-312553-ARPotential Quali,reclafzSKl3aEOshs,non_duplicate
Antihyperglycemic â€“ Incretin Mimetics Combination (Mounjaro) (DC/MD/VA Exchange),CHIR_IDrec9Rcl5pXefRXh6r-312608-DCAntihyperglycem,rec9Rcl5pXefRXh6r,non_duplicate
Vital Medication Program Drug List,CHIR_IDreckLITvDRdhoHS0V-312664-AKVital Medicatio,reckLITvDRdhoHS0V,non_duplicate
Prescription Drug (Texas),CHIR_IDrecwGcDLPw9mYqTSR-312672-TXPrescription Dr,recwGcDLPw9mYqTSR,non_duplicate
External Appeal Application Form (Texas),CHIR_IDrecldr4Imnvjy6ztv-312673-TXExternal Appeal,recldr4Imnvjy6ztv,non_duplicate
External Appeal Application Form (Virginia),CHIR_IDrecDuQOnp7y5sFE0h-312674-VAExternal Appeal,recDuQOnp7y5sFE0h,non_duplicate
Exchange Plans and Individual & Family Plans Birth Control (Contraceptive) Drug List (Health Plan),CHIR_IDrecPbmKtTcjlShfZO-312690-ALExchange Plans ,recPbmKtTcjlShfZO,non_duplicate
Alabama Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrec8W4DV2YP3FaiEY-312692-ALAlabama Individ,rec8W4DV2YP3FaiEY,non_duplicate
Arizona Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecvEhdfBTfvpN6I8-312694-AZArizona Individ,recvEhdfBTfvpN6I8,non_duplicate
Florida Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDreccyWNrBQqCms0Pz-312697-FLFlorida Individ,reccyWNrBQqCms0Pz,non_duplicate
Georgia Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrecSsWcZAatidaW6j-312699-GAGeorgia Individ,recSsWcZAatidaW6j,non_duplicate
Illinois Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrecSlGmPC2N8QVJOG-312703-ILIllinois Indivi,recSlGmPC2N8QVJOG,non_duplicate
Illinois Essential Plus Prescription Drug List (Health Plan),CHIR_IDrecxzDS6SDZacuwiK-312704-ILIllinois Essent,recxzDS6SDZacuwiK,non_duplicate
Kansas Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrecH05mjmI3hLaYLs-312706-KSKansas Individu,recH05mjmI3hLaYLs,non_duplicate
Louisiana Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrec8XSHiCRQthI5a8-312709-LALouisiana Indiv,rec8XSHiCRQthI5a8,non_duplicate
Maryland Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrecio5DHHGeq7gKbv-312711-MDMaryland Indivi,recio5DHHGeq7gKbv,non_duplicate
Michigan Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecNd9sXw85fybCRL-312713-MIMichigan Indivi,recNd9sXw85fybCRL,non_duplicate
Mississippi Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrechPabcCneSitZdv-312715-MSMississippi Ind,rechPabcCneSitZdv,non_duplicate
Missouri Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrec4EwSge9ROzuhSB-312717-MOMissouri Indivi,rec4EwSge9ROzuhSB,non_duplicate
North Carolina Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecwvP1HxE3IDl5zJ-312719-NCNorth Carolina ,recwvP1HxE3IDl5zJ,non_duplicate
Ohio Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecwrLsCSCnl03lHI-312722-OHOhio Individual,recwrLsCSCnl03lHI,non_duplicate
Oklahoma Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrec7BaReQnQk3qxSS-312724-OKOklahoma Indivi,rec7BaReQnQk3qxSS,non_duplicate
Tennessee Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecL5UtIq1nsV1wDE-312725-TNTennessee Indiv,recL5UtIq1nsV1wDE,non_duplicate
Texas Individual and Family Plans Prescription Drug List (Health Plan),CHIR_IDrecMliLIMYl7CeMVO-312728-TXTexas Individua,recMliLIMYl7CeMVO,non_duplicate
Virginia Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrecgY4zH9vr4lGhNR-312730-VAVirginia Indivi,recgY4zH9vr4lGhNR,non_duplicate
Washington Individual & Family Plans Prescription Drug List (Health Plan),CHIR_IDrec83ZezUgTosc1SG-312731-WAWashington Indi,rec83ZezUgTosc1SG,non_duplicate
Respiratory Syncytial Virus (RSV) Vaccine (Commercial),CHIR_IDrecXdNXtgBhbXcCCz-313020-AKRespiratory Syn,recXdNXtgBhbXcCCz,non_duplicate
Three Tier Essential Drug List (CT Health Plan),CHIR_IDrecfCho8bhnZKiESq-313027-CTThree Tier Esse,recfCho8bhnZKiESq,non_duplicate
Four Tier Essential Drug List (CT Health Plan),CHIR_IDrechifPzNpLjkFlsq-313028-CTFour Tier Essen,rechifPzNpLjkFlsq,non_duplicate
Five Tier Essential Drug List (CT Health Plan),CHIR_IDreceQAecBbbZXa6I1-313029-CTFive Tier Essen,receQAecBbbZXa6I1,non_duplicate
Three Tier National Drug List (CT Health Plan),CHIR_IDrec8oj1dMgvZ8Eqwj-313031-CTThree Tier Nati,rec8oj1dMgvZ8Eqwj,non_duplicate
Four Tier National Drug List (CT Health Plan),CHIR_IDreckEx3rxaApMtK54-313032-CTFour Tier Natio,reckEx3rxaApMtK54,non_duplicate
Small Group Four Tier Split Select Drug List (NH Health Plan),CHIR_IDrecsEnegf0c2wj97D-313033-NHSmall Group Fou,recsEnegf0c2wj97D,non_duplicate
Legacy Essential PreventiveRx Plus Plan Drug List (VA Health Plan),CHIR_IDrecWvXwoaD8ZVgTvO-313035-VALegacy Essentia,recWvXwoaD8ZVgTvO,non_duplicate
Essential PreventiveRx Plus Plan Drug List (VA Health Plan),CHIR_IDrecsXlUWPAiHeBDau-313036-VAEssential Preve,recsXlUWPAiHeBDau,non_duplicate
Legacy National PreventiveRx Plus Plan Drug List (Health Plan),CHIR_IDrece9KGkOnrWm7dHT-313037-AKLegacy National,rece9KGkOnrWm7dHT,non_duplicate
Legacy National PreventiveRx Plus Plan Drug List (VA Health Plan),CHIR_IDrec7TvDTMuFwNDLHq-313038-VALegacy National,rec7TvDTMuFwNDLHq,non_duplicate
National PreventiveRx Plus Plan Drug List (VA Health Plan),CHIR_IDrecPVBLmj8aeigern-313039-VANational Preven,recPVBLmj8aeigern,non_duplicate
National PreventiveRx Basic Plus Plan Drug List (VA Health Plan),CHIR_IDrecc3N2XyxmnjMXpc-313041-VANational Preven,recc3N2XyxmnjMXpc,non_duplicate
National PreventiveRx Expanded Plan Drug List (VA Health Plan),CHIR_IDrecNzdqobnjPtD6hv-313042-VANational Preven,recNzdqobnjPtD6hv,non_duplicate
Legacy National Direct PreventiveRx Drug List (Health Plan),CHIR_IDrecSOuDyWN2WCxTLN-313047-AKLegacy National,recSOuDyWN2WCxTLN,non_duplicate
Legacy National Direct PreventiveRx Drug List (VA Health Plan),CHIR_IDrecIsLfE8cP3viLmO-313048-VALegacy National,recIsLfE8cP3viLmO,non_duplicate
Legacy Select PreventiveRx Drug List (CT Health Plan),CHIR_IDrecf7fdaMykQqwZjX-313049-CTLegacy Select P,recf7fdaMykQqwZjX,non_duplicate
Legacy Select PreventiveRx Drug List (ME Health Plan),CHIR_IDrecex2SQH9TzbKuaP-313051-MELegacy Select P,recex2SQH9TzbKuaP,non_duplicate
Legacy Select PreventiveRx Drug List (MO Health Plan),CHIR_IDreckkJVYrjIxVt1sG-313052-MOLegacy Select P,reckkJVYrjIxVt1sG,non_duplicate
Legacy Select PreventiveRx Drug List (NH Health Plan),CHIR_IDrecKueEo8uRAsRce5-313053-NHLegacy Select P,recKueEo8uRAsRce5,non_duplicate
Legacy Select PreventiveRx Drug List (VA Health Plan),CHIR_IDrecH3eOeqekeOS7qf-313054-VALegacy Select P,recH3eOeqekeOS7qf,non_duplicate
Legacy Select PreventiveRx Drug List (WI Health Plan),CHIR_IDrecPKCsRBA9kHyBRs-313055-WILegacy Select P,recPKCsRBA9kHyBRs,non_duplicate
Legacy Traditional PreventiveRx Drug List (Health Plan),CHIR_IDrecq6bjtzquu11KBZ-313065-AKLegacy Traditio,recq6bjtzquu11KBZ,non_duplicate
Voluntary Site of Care Redirection Program Drug List (Health Plan),CHIR_IDrecwcEtrFhZnPgaFz-313069-AKVoluntary Site ,recwcEtrFhZnPgaFz,non_duplicate
Prior Authorization Standard PrescriptionÂ Drugs,CHIR_IDrecMP2xgtIz2Ho451-313119-TXPrior Authoriza,recMP2xgtIz2Ho451,non_duplicate
Genetic Testing Form,CHIR_IDrecDyp9lHSixgvrRY-313121-TXGenetic Testing,recDyp9lHSixgvrRY,non_duplicate
Behavioral Health Discharge ClinicalÂ Form,CHIR_IDrecSJZ0jazwPgPWzr-313122-TXBehavioral Heal,recSJZ0jazwPgPWzr,non_duplicate
Five Tier National Drug List (CA Health Plan),CHIR_IDrectTF5Y1RSRtQfIp-313150-CAFive Tier Natio,rectTF5Y1RSRtQfIp,non_duplicate
Legacy Essential PreventiveRx Plus Plan Drug List (CA Health Plan),CHIR_IDrecpx4LSC8NopUb5m-313152-CALegacy Essentia,recpx4LSC8NopUb5m,non_duplicate
Legacy National PreventiveRx Plus Plan Drug List (CA Health Plan),CHIR_IDrecHnA7aE8gTK8eih-313153-CALegacy National,recHnA7aE8gTK8eih,non_duplicate
Legacy National Direct PreventiveRx Plus Plan Drug List (CA Health Plan),CHIR_IDrecpWdCitewSpInQz-313154-CALegacy National,recpWdCitewSpInQz,non_duplicate
Legacy Traditional Open PreventiveRx Plus Plan Drug List (CA Health Plan),CHIR_IDrecIzLxmheUTC9NRG-313155-CALegacy Traditio,recIzLxmheUTC9NRG,non_duplicate
Legacy Select PreventiveRx Plus Plan Drug List (CA Health Plan),CHIR_IDreccxWgqqVJaBXS7k-313156-CALegacy Select P,reccxWgqqVJaBXS7k,non_duplicate
Medical Specialty Pharmacy Drug List (CA Health Plan),CHIR_IDrecPTxSsF2WidrId9-313157-CAMedical Special,recPTxSsF2WidrId9,non_duplicate
Voluntary Site of Care Redirection Program Drug List (CA Health Plan),CHIR_IDrecEPioYfjn3snfd1-313158-CAVoluntary Site ,recEPioYfjn3snfd1,non_duplicate
Prior Authorization List (Tennessee),CHIR_IDreci4BzuJaTELswAn-313180-TNPrior Authoriza,reci4BzuJaTELswAn,non_duplicate
