Document Title,Policy subpart,uuid_formula,airtable_uuid,Implanted_Type,CGM_count
Annual Well Visit Billed With Preventive Medicine Evaluation (WA),,CHIR_IDrecSjbVXSJ0VaNIdJ-310918-WAAnnual Well Vis,recSjbVXSJ0VaNIdJ,no devices,0
CLIA Non-Waived Tests in Office (WA),,CHIR_IDrecsz8a45NLWkwjC4-310929-WACLIA Non-Waived,recsz8a45NLWkwjC4,no devices,0
CLIA Waived Tests in Office (WA),,CHIR_IDrec2X4FjzOfg22i91-310930-WACLIA Waived Tes,rec2X4FjzOfg22i91,no devices,0
Laboratory (WA),,CHIR_IDreczSFQJ6bKD7eFfg-310932-WALaboratory (WA),reczSFQJ6bKD7eFfg,no devices,0
Portable X-Ray Equipment Transportation (WA),,CHIR_IDrecndZ6SVyfBpKZZ4-310933-WAPortable X-Ray ,recndZ6SVyfBpKZZ4,no devices,0
Revenue Code Billed Without Required Procedure Code (WA),,CHIR_IDrecS30PTJJSuivppX-310934-WARevenue Code Bi,recS30PTJJSuivppX,no devices,0
"Aetna Health Exchange Plan Formulary (IL, IN Health Plan)",,CHIR_IDrecnLJ9OfLwoWEi2i-310965-ILAetna Health Ex,recnLJ9OfLwoWEi2i,non-implanted only,2
Aetna Health Exchange Plan Formulary (DE Health Plan),,CHIR_IDrecyGFalKBIIUXJjS-310966-DEAetna Health Ex,recyGFalKBIIUXJjS,non-implanted only,2
Nonstandard Laboratory Test Panels (Commercial),,CHIR_IDrecm5vnBA1c62g3uw-311088-AKNonstandard Lab,recm5vnBA1c62g3uw,no devices,0
"Approved and Accepted Off-label Medical Necessity Criteria for Products, Drugs, and Biologicals",,CHIR_IDrec6d7qbbhbnQLQc2-311177-AZApproved and Ac,rec6d7qbbhbnQLQc2,no devices,0
"Durable Medical Equipment (DME), Prosthetics, Corrective Appliances/Orthotics (Non-Foot Orthotics) and Medical Supplies (West CA)",,CHIR_IDrecwWwYKFQv6qVVto-311552-CADurable Medical,recwWwYKFQv6qVVto,no devices,0
"Durable Medical Equipment (DME), Prosthetics, Corrective Appliances/Orthotics (Non-Foot Orthotics) and Medical Supplies (West OR, OK, TX, and WA)",,CHIR_IDrecYkmAjSaBv1UhgO-311553-OKDurable Medical,recYkmAjSaBv1UhgO,no devices,0
Clinical Information to Establish Medical Necessity (eviCore),,CHIR_IDrecFRkHVhkKkMDs21-311583-AKClinical Inform,recFRkHVhkKkMDs21,no devices,0
Tzield (Commercial),,CHIR_IDrecsjdIJA58P00auh-311640-AKTzield (Commerc,recsjdIJA58P00auh,no devices,0
Health Insurance Marketplace 4-Tier Drug List (IL Health Plan),,CHIR_IDrecBM1DTSNPLoIDpg-311655-AKHealth Insuranc,recBM1DTSNPLoIDpg,non-implanted only,2
Health Insurance Marketplace 4-Tier Drug List (HMO POS) (IL Health Plan),,CHIR_IDrec0Y84cLsYbBeZf0-311656-AKHealth Insuranc,rec0Y84cLsYbBeZf0,non-implanted only,2
Authorization Request Form (California),,CHIR_IDreckzgTMy0uP3nIMS-311984-AZAuthorization R,reckzgTMy0uP3nIMS,no devices,0
External Appeal Application (California),,CHIR_IDreccUkYHZpN1DZ7bL-311986-AZExternal Appeal,reccUkYHZpN1DZ7bL,no devices,0
Health Insurance Marketplace 4-Tier Drug List (Health Plan),,CHIR_IDrecMUcnZLAncAAObT-311991-TXHealth Insuranc,recMUcnZLAncAAObT,non-implanted only,2
Standard Prior Authorization Requests (AZ),,CHIR_IDrecHJbXwP1Er7SlQT-312259-AZStandard Prior ,recHJbXwP1Er7SlQT,no devices,0
Prescription Drug Prior Authorization Request (AZ),,CHIR_IDrecvCJwrjI2ifc7iA-312260-AZPrescription Dr,recvCJwrjI2ifc7iA,no devices,0
External Appeal Application (Arizona),,CHIR_IDrec338aqfWhZWy5G5-312504-AZExternal Appeal,rec338aqfWhZWy5G5,no devices,0
Provider Dispute Resolution Form (Arizona),,CHIR_IDrecURcSCd3hbO9P8C-312505-AZProvider Disput,recURcSCd3hbO9P8C,no devices,0
CMS-1500 Health Insurance Claim Form,,CHIR_IDrecVZMa7FEmh2Ucjk-312506-AZCMS-1500 Health,recVZMa7FEmh2Ucjk,no devices,0
Member Grievance Form (Arizona),,CHIR_IDreccEOJe4nriWXw1w-312507-AZMember Grievanc,reccEOJe4nriWXw1w,no devices,0
Oscar Appeal Form,,CHIR_IDrecvpvY8UOZVzeNUh-312508-AZOscar Appeal Fo,recvpvY8UOZVzeNUh,no devices,0
Prescription Drug Prior Authorization or Exception Request Form (Arizona),,CHIR_IDrecBNjnj88z7BGv14-312509-AZPrescription Dr,recBNjnj88z7BGv14,no devices,0
External Appeal Application Form (Florida),,CHIR_IDrecfmMcl3HUaSodOl-312514-FLExternal Appeal,recfmMcl3HUaSodOl,no devices,0
Prior Authorization Form (Florida),,CHIR_IDrecttP8PeIJSLm0LG-312515-FLPrior Authoriza,recttP8PeIJSLm0LG,no devices,0
Provider Dispute Resolution Form (Florida),,CHIR_IDrecJcsbv3ySTyPm9o-312516-FLProvider Disput,recJcsbv3ySTyPm9o,no devices,0
External Appeal Application Forms (Georgia),,CHIR_IDrecPgTujWUwdbtjVR-312517-GAExternal Appeal,recPgTujWUwdbtjVR,no devices,0
External Appeal Application Forms (Michigan),,CHIR_IDrec1WeGAWFVjNcAWF-312518-MIExternal Appeal,rec1WeGAWFVjNcAWF,no devices,0
Prescription Drugs Prior Authorization Request Form (Michigan),,CHIR_IDrecvWfEATZiV8X4OF-312519-MIPrescription Dr,recvWfEATZiV8X4OF,no devices,0
Provider Dispute Resolution Form (Michigan),,CHIR_IDrec0r0kJ3bQ0tOZW4-312520-MIProvider Disput,rec0r0kJ3bQ0tOZW4,no devices,0
External Appeal Application Form (New Jersey),,CHIR_IDrecg43ooHqortFq5k-312521-NJExternal Appeal,recg43ooHqortFq5k,no devices,0
Provider Dispute Form (New Jersey),,CHIR_IDrecu4xC5CZvzEHBWo-312522-NJProvider Disput,recu4xC5CZvzEHBWo,no devices,0
Out-of-Network Surprise Medical Bill Assignment of Benefits (New York),,CHIR_IDreciTgM6o57qTSotS-312535-NYOut-of-Network ,reciTgM6o57qTSotS,no devices,0
Incident-To Services (Commercial),,CHIR_IDrecNs009D11v8K0Jf-312536-ARIncident-To Ser,recNs009D11v8K0Jf,no devices,0
External Appeal Application Form (New York),,CHIR_IDrecUUrzMjJbVGAysj-312537-NYExternal Appeal,recUUrzMjJbVGAysj,no devices,0
Provider Dispute Resolution Form (New York),,CHIR_IDrecA5Sux4le7a8jpJ-312538-NYProvider Disput,recA5Sux4le7a8jpJ,no devices,0
Non-Formulary Marketplace Exception Form,,CHIR_IDrecskZEsl7FvGOO6o-312539-NYNon-Formulary M,recskZEsl7FvGOO6o,no devices,0
Member Grievance Form (New York),,CHIR_IDrecD0WK3KnB4PgWZ2-312540-NYMember Grievanc,recD0WK3KnB4PgWZ2,no devices,0
Member Grievance Form (Ohio),,CHIR_IDrecGfUk6U5U5ighZk-312541-OHMember Grievanc,recGfUk6U5U5ighZk,no devices,0
"Provider Dispute Resolution Form (Cleveland, Ohio)",,CHIR_IDrecfw2yRSgqs9bonk-312542-OHProvider Disput,recfw2yRSgqs9bonk,no devices,0
"Provider Dispute Resolution Form (Columbus, Ohio)",,CHIR_IDrecEfCL8wyr9tYGje-312543-OHProvider Disput,recEfCL8wyr9tYGje,no devices,0
Buckeye External Appeal Application Form (Columbus),,CHIR_IDreccYhCKxztyoeutM-312544-OHBuckeye Externa,reccYhCKxztyoeutM,no devices,0
"External Appeal Application Form (Cleveland, Ohio)",,CHIR_IDrecsXxwteWiOajM8X-312545-OHExternal Appeal,recsXxwteWiOajM8X,no devices,0
Out Of Network Request eForm,,CHIR_IDrecAfI4Gbku3pdWyG-312546-OHOut Of Network ,recAfI4Gbku3pdWyG,no devices,0
External Appeal Application Form (Pennsylvania),,CHIR_IDrecsk6G1ftgHs9h3B-312548-PAExternal Appeal,recsk6G1ftgHs9h3B,no devices,0
Member Grievance Form (Tennessee),,CHIR_IDrec0BXt5fl61CmzZI-312549-TNMember Grievanc,rec0BXt5fl61CmzZI,no devices,0
External Appeal Application Form (Tennessee),,CHIR_IDrecTDR7rL49i9vpfc-312550-TNExternal Appeal,recTDR7rL49i9vpfc,no devices,0
Provider Dispute Resolution Form (Tennessee),,CHIR_IDrecBTJyHugQlPzuLk-312551-TNProvider Disput,recBTJyHugQlPzuLk,no devices,0
Potential Quality Issue (PQI) Referral Form,,CHIR_IDreclafzSKl3aEOshs-312553-ARPotential Quali,reclafzSKl3aEOshs,no devices,0
Antihyperglycemic â€“ Incretin Mimetics Combination (Mounjaro) (DC/MD/VA Exchange),,CHIR_IDrec9Rcl5pXefRXh6r-312608-DCAntihyperglycem,rec9Rcl5pXefRXh6r,no devices,0
Vital Medication Program Drug List,,CHIR_IDreckLITvDRdhoHS0V-312664-AKVital Medicatio,reckLITvDRdhoHS0V,no devices,0
Prescription Drug (Texas),,CHIR_IDrecwGcDLPw9mYqTSR-312672-TXPrescription Dr,recwGcDLPw9mYqTSR,no devices,0
External Appeal Application Form (Texas),,CHIR_IDrecldr4Imnvjy6ztv-312673-TXExternal Appeal,recldr4Imnvjy6ztv,no devices,0
External Appeal Application Form (Virginia),,CHIR_IDrecDuQOnp7y5sFE0h-312674-VAExternal Appeal,recDuQOnp7y5sFE0h,no devices,0
Exchange Plans and Individual & Family Plans Birth Control (Contraceptive) Drug List (Health Plan),,CHIR_IDrecPbmKtTcjlShfZO-312690-ALExchange Plans ,recPbmKtTcjlShfZO,no devices,0
Alabama Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrec8W4DV2YP3FaiEY-312692-ALAlabama Individ,rec8W4DV2YP3FaiEY,non-implanted only,4
Arizona Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecvEhdfBTfvpN6I8-312694-AZArizona Individ,recvEhdfBTfvpN6I8,non-implanted only,4
Florida Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDreccyWNrBQqCms0Pz-312697-FLFlorida Individ,reccyWNrBQqCms0Pz,non-implanted only,4
Georgia Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecSsWcZAatidaW6j-312699-GAGeorgia Individ,recSsWcZAatidaW6j,non-implanted only,4
Illinois Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecSlGmPC2N8QVJOG-312703-ILIllinois Indivi,recSlGmPC2N8QVJOG,non-implanted only,4
Illinois Essential Plus Prescription Drug List (Health Plan),,CHIR_IDrecxzDS6SDZacuwiK-312704-ILIllinois Essent,recxzDS6SDZacuwiK,non-implanted only,4
Kansas Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecH05mjmI3hLaYLs-312706-KSKansas Individu,recH05mjmI3hLaYLs,non-implanted only,4
Louisiana Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrec8XSHiCRQthI5a8-312709-LALouisiana Indiv,rec8XSHiCRQthI5a8,non-implanted only,4
Maryland Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecio5DHHGeq7gKbv-312711-MDMaryland Indivi,recio5DHHGeq7gKbv,non-implanted only,4
Michigan Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecNd9sXw85fybCRL-312713-MIMichigan Indivi,recNd9sXw85fybCRL,non-implanted only,4
Mississippi Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrechPabcCneSitZdv-312715-MSMississippi Ind,rechPabcCneSitZdv,non-implanted only,4
Missouri Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrec4EwSge9ROzuhSB-312717-MOMissouri Indivi,rec4EwSge9ROzuhSB,non-implanted only,4
North Carolina Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecwvP1HxE3IDl5zJ-312719-NCNorth Carolina ,recwvP1HxE3IDl5zJ,non-implanted only,4
Ohio Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecwrLsCSCnl03lHI-312722-OHOhio Individual,recwrLsCSCnl03lHI,non-implanted only,4
Oklahoma Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrec7BaReQnQk3qxSS-312724-OKOklahoma Indivi,rec7BaReQnQk3qxSS,non-implanted only,4
Tennessee Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecL5UtIq1nsV1wDE-312725-TNTennessee Indiv,recL5UtIq1nsV1wDE,non-implanted only,4
Texas Individual and Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecMliLIMYl7CeMVO-312728-TXTexas Individua,recMliLIMYl7CeMVO,non-implanted only,4
Virginia Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrecgY4zH9vr4lGhNR-312730-VAVirginia Indivi,recgY4zH9vr4lGhNR,non-implanted only,4
Washington Individual & Family Plans Prescription Drug List (Health Plan),,CHIR_IDrec83ZezUgTosc1SG-312731-WAWashington Indi,rec83ZezUgTosc1SG,non-implanted only,4
Respiratory Syncytial Virus (RSV) Vaccine (Commercial),,CHIR_IDrecXdNXtgBhbXcCCz-313020-AKRespiratory Syn,recXdNXtgBhbXcCCz,no devices,0
Four Tier Essential Drug List (CT Health Plan),,CHIR_IDrechifPzNpLjkFlsq-313028-CTFour Tier Essen,rechifPzNpLjkFlsq,non-implanted only,6
Five Tier Essential Drug List (CT Health Plan),,CHIR_IDreceQAecBbbZXa6I1-313029-CTFive Tier Essen,receQAecBbbZXa6I1,non-implanted only,6
Three Tier National Drug List (CT Health Plan),,CHIR_IDrec8oj1dMgvZ8Eqwj-313031-CTThree Tier Nati,rec8oj1dMgvZ8Eqwj,both implanted and non-implanted,11
Four Tier National Drug List (CT Health Plan),,CHIR_IDreckEx3rxaApMtK54-313032-CTFour Tier Natio,reckEx3rxaApMtK54,non-implanted only,6
Legacy National Direct PreventiveRx Drug List (Health Plan),,CHIR_IDrecSOuDyWN2WCxTLN-313047-AKLegacy National,recSOuDyWN2WCxTLN,no devices,0
Five Tier National Drug List (CA Health Plan),,CHIR_IDrectTF5Y1RSRtQfIp-313150-CAFive Tier Natio,rectTF5Y1RSRtQfIp,non-implanted only,6
Prior Authorization List (Tennessee),,CHIR_IDreci4BzuJaTELswAn-313180-TNPrior Authoriza,reci4BzuJaTELswAn,no devices,0
Member Appeal Request (WA Commercial),,CHIR_IDrecQHg80M3ynIU39q-314225-WAMember Appeal R,recQHg80M3ynIU39q,no devices,0
Appointment of Representative and Authorization to Release (WA Commercial),,CHIR_IDrec0pk3KNtgJPJ0wy-314316-WAAppointment of ,rec0pk3KNtgJPJ0wy,no devices,0
Outpatient Case Management / Gender Health Referrals,,CHIR_IDrecCO1aDLQeXCS8FB-314468-WAOutpatient Case,recCO1aDLQeXCS8FB,no devices,0
Prescription Digital Therapeutics,,CHIR_IDrecFfPfLsxdEQx2js-314584-ARPrescription Di,recFfPfLsxdEQx2js,no devices,0
Psychiatric Medication Management With Therapy (WA Commercial),,CHIR_IDrecihSDKkWQ9fOj4g-314599-WAPsychiatric Med,recihSDKkWQ9fOj4g,no devices,0
Individual Health Exchange Plan Pharmacy Drug Guide (CA Health Plan),,CHIR_IDrecpOvrFVHJ7v9mDq-315119-CAIndividual Heal,recpOvrFVHJ7v9mDq,non-implanted only,2
Health Exchange Plan Pharmacy Drug Guide (NJ Health Plan),,CHIR_IDrecead4JeM92pCkFj-315120-NJHealth Exchange,recead4JeM92pCkFj,non-implanted only,2
Basic Control Plan Pharmacy Drug Guide (Health Plan),,CHIR_IDrecZe1pN1IHX50OOc-315127-AKBasic Control P,recZe1pN1IHX50OOc,non-implanted only,8
Basic Control Plan Prior Authorization List (Health Plan),,CHIR_IDrecILesp37qVmOgUF-315128-AKBasic Control P,recILesp37qVmOgUF,no devices,0
Basic Control Plan with ACSF Pharmacy Drug Guide (Health Plan),,CHIR_IDrec6Q1HVwJEbJegcU-315131-AKBasic Control P,rec6Q1HVwJEbJegcU,non-implanted only,7
Standard Control Plan Pharmacy Drug Guide (Health Plan),,CHIR_IDrecHuqUEyqll1D7Mf-315260-AKStandard Contro,recHuqUEyqll1D7Mf,non-implanted only,2
Standard Control Formulary Exclusions Drug List (Health Plan),,CHIR_IDrecgcz3D7sTJNA50W-315261-AKStandard Contro,recgcz3D7sTJNA50W,non-implanted only,2
Cigna Premiere 5-Tier Prescription Drug List (IN Health Plan),,CHIR_IDrecubku9V573IgvWv-315717-INCigna Premiere ,recubku9V573IgvWv,non-implanted only,4
Cigna Plus 5-Tier Prescription Drug List (TX Health Plan),,CHIR_IDrec897RxDNvGubkQq-315719-TXCigna Plus 5-Ti,rec897RxDNvGubkQq,non-implanted only,4
Cigna Premiere 4-Tier Prescription Drug List (AZ Health Plan),,CHIR_IDrec7AIzuLz4CznuBE-315720-AZCigna Premiere ,rec7AIzuLz4CznuBE,non-implanted only,4
Cigna Plus 4-Tier Prescription Drug List (FL Health Plan),,CHIR_IDrecd4qtuaL8eFOiQO-315721-FLCigna Plus 4-Ti,recd4qtuaL8eFOiQO,non-implanted only,4
Cigna Plus 4-Tier Prescription Drug List (IL Health Plan),,CHIR_IDrec1IHz2OOJpSBvYd-315723-ILCigna Plus 4-Ti,rec1IHz2OOJpSBvYd,non-implanted only,4
Cigna Premiere 4-Tier Prescription Drug List (IN Health Plan),,CHIR_IDrecsjld1rrbq7890t-315724-INCigna Premiere ,recsjld1rrbq7890t,non-implanted only,4
Cigna Plus 4-Tier Prescription Drug List (MS Health Plan),,CHIR_IDrecO8bdAH1bLHKmce-315727-MSCigna Plus 4-Ti,recO8bdAH1bLHKmce,non-implanted only,4
Cigna Plus 4-Tier Prescription Drug List (NC Health Plan),,CHIR_IDreciy9B9sDXpr2Dqs-315728-NCCigna Plus 4-Ti,reciy9B9sDXpr2Dqs,non-implanted only,4
Cigna Plus 4-Tier Prescription Drug List (TN Health Plan),,CHIR_IDrecIwMlQXmgXLizkc-315730-TNCigna Plus 4-Ti,recIwMlQXmgXLizkc,non-implanted only,4
Cigna Plus 4-Tier Prescription Drug List (TX Health Plan),,CHIR_IDrecprZRTEFB3PlkdA-315731-TXCigna Plus 4-Ti,recprZRTEFB3PlkdA,non-implanted only,4
Coordination of Benefits Verification,,CHIR_IDrecXKJ3Gl23YNCGET-316140-AKCoordination of,recXKJ3Gl23YNCGET,no devices,0
Arizona Medical,,CHIR_IDrectmm7sBBOBJ0IYS-316182-AZArizona Medical,rectmm7sBBOBJ0IYS,no devices,0
Indiana Medical,,CHIR_IDrecOv6ughqdoy68MX-316185-INIndiana Medical,recOv6ughqdoy68MX,no devices,0
New Mexico Medical,,CHIR_IDrecrOWjXIZouKSKV9-316187-NMNew Mexico Medi,recrOWjXIZouKSKV9,no devices,0
Texas Medical,,CHIR_IDrecqYSwBXMUPd9EOc-316189-TXTexas Medical,recqYSwBXMUPd9EOc,no devices,0
Vermont Medical,,CHIR_IDreck9GpqYth3LcpKT-316190-VTVermont Medical,reck9GpqYth3LcpKT,no devices,0
Omnibus Codes (Commercial and Individual Exchange),,CHIR_IDrecUY9OYrYlqFEpay-316226-AKOmnibus Codes (,recUY9OYrYlqFEpay,no devices,0
Medication Request Form,,CHIR_IDrecyMKYgHbowzoMfc-316341-DCMedication Requ,recyMKYgHbowzoMfc,no devices,0
Cigna National Preferred 4-Tier Prescription Drug List (Health Plan),,CHIR_IDrec69p4dVMkC7nJwK-316780-AKCigna National ,rec69p4dVMkC7nJwK,non-implanted only,6
Cigna National Preferred 4-Tier Specialty Prescription Drug List (Health Plan),,CHIR_IDrecbkHlq7SP7Ogt7i-316781-AKCigna National ,recbkHlq7SP7Ogt7i,non-implanted only,6
Cigna National Preferred 5-Tier Prescription Drug List (Health Plan),,CHIR_IDrecvcjPMepVksvuhe-316782-AKCigna National ,recvcjPMepVksvuhe,non-implanted only,6
Cigna National Preferred 5-Tier Specialty Prescription Drug List (Health Plan),,CHIR_IDrecJUkHMhy9wFydai-316783-AKCigna National ,recJUkHMhy9wFydai,non-implanted only,7
Cigna National Preferred 6-Tier Prescription Drug List (Health Plan),,CHIR_IDrecb56e5cJCQ6Hmf5-316785-AKCigna National ,recb56e5cJCQ6Hmf5,non-implanted only,6
Cigna National Preferred 4-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecz9PX0eb2hqzpIV-316786-CACigna National ,recz9PX0eb2hqzpIV,non-implanted only,7
Cigna National Preferred 4-Tier Prescription Drug List (DMHC) (CA Health Plan),,CHIR_IDrecFVf6CGLVgwPnNp-316787-CACigna National ,recFVf6CGLVgwPnNp,non-implanted only,7
Cigna National Preferred 4-Tier Specialty Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecjT083Nk14tOagv-316788-CACigna National ,recjT083Nk14tOagv,non-implanted only,7
Cigna National Preferred 4-Tier Specialty Prescription Drug List (DMHC) (CA Health Plan),,CHIR_IDrecwKFCq7JLOuT0Bi-316789-CACigna National ,recwKFCq7JLOuT0Bi,non-implanted only,7
Cigna National Preferred 5-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrechaSNIScHw2dU0W-316791-CACigna National ,rechaSNIScHw2dU0W,non-implanted only,6
Cigna National Preferred 5-Tier Prescription Drug List (DMHC) (CA Health Plan),,CHIR_IDrecusdGJp8vXTL9qw-316792-CACigna National ,recusdGJp8vXTL9qw,non-implanted only,7
Cigna National Preferred 5-Tier Specialty Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecZp60qazvEOCOIe-316793-CACigna National ,recZp60qazvEOCOIe,non-implanted only,7
Cigna National Preferred 5-Tier Specialty Prescription Drug List (DMHC) (CA Health Plan),,CHIR_IDreca9XzQkdTf86EUo-316794-CACigna National ,reca9XzQkdTf86EUo,non-implanted only,7
Cigna National Preferred 6-Tier Prescription Drug List (CDI) (CA Health Plan),,CHIR_IDrecCKd9ou6oLEKtG8-316796-CACigna National ,recCKd9ou6oLEKtG8,non-implanted only,7
Cigna National Preferred 6-Tier Prescription Drug List (DMHC) (CA Health Plan),,CHIR_IDrec2wHHlTA6YHpzo6-316797-CACigna National ,rec2wHHlTA6YHpzo6,non-implanted only,7
Premium Standard Formulary (CO Health Plan),,CHIR_IDrec2nIDCubGNKdP67-316878-COPremium Standar,rec2nIDCubGNKdP67,non-implanted only,4
Premium Standard Formulary (CO Health Plan),,CHIR_IDrec7wkVY4iowXODiJ-316878-COPremium Standar,rec7wkVY4iowXODiJ,non-implanted only,4
Premium Standard Formulary (CO Health Plan),,CHIR_IDrecSTxkT6TMtvLSaF-316878-COPremium Standar,recSTxkT6TMtvLSaF,non-implanted only,4
Claims Second-Level Reconsideration (WA Commercial),,CHIR_IDrecDacERHY3H6mOye-316896-WAClaims Second-L,recDacERHY3H6mOye,no devices,0
Provider Reconsideration Request (WA Commercial),,CHIR_IDrecbFbBvNCfUtwecD-316897-WAProvider Recons,recbFbBvNCfUtwecD,no devices,0
"Rezvoglar Kwikpen (WA, OR Commercial, Medicare)",,CHIR_IDrecjYBFKDZQ3a7Xa8-318490-ORRezvoglar Kwikp,recjYBFKDZQ3a7Xa8,no devices,0
Tier Exception (Cost-Share Reduction) Request (Commercial),,CHIR_IDrecngJpsDnRrpxrPM-318836-AKTier Exception ,recngJpsDnRrpxrPM,no devices,0
Colorado Prescription Drug Prior Authorization Request (CO Commercial),,CHIR_IDrecGBvPMWz1MCLg89-318931-COColorado Prescr,recGBvPMWz1MCLg89,no devices,0
Illinois Prior Authorization Request (IL Commerical),,CHIR_IDrecNy1NIUCSIrwpyD-318934-ILIllinois Prior ,recNy1NIUCSIrwpyD,no devices,0
Texas Prescription Drug Prior Authorization Request (TX Commerical),,CHIR_IDrecE66eHRgEND8m8J-318935-TXTexas Prescript,recE66eHRgEND8m8J,no devices,0
"Texas Standard Prior Authorization, Health Care Services Request (TX Commerical)",,CHIR_IDrecKD4TDFQLAa7U1P-318936-TXTexas Standard ,recKD4TDFQLAa7U1P,no devices,0
Commercial Prescription Drug Claim Form (Commercial),,CHIR_IDrecy40orm8EWYmKGu-318945-AKCommercial Pres,recy40orm8EWYmKGu,no devices,0
Medical Exception/Prior Authorization/Precertification Request for Prescription Medications,,CHIR_IDrecX5voJHZZgYm5Jm-318946-ORMedical Excepti,recX5voJHZZgYm5Jm,no devices,0
Texas Telemedicine and Telehealth Services Reimbursement Policy (TX Commercial),,CHIR_IDrecTUgTVhmCZoPa2D-318970-TXTexas Telemedic,recTUgTVhmCZoPa2D,no devices,0
Member Complaint and Appeal Form (Commercial),,CHIR_IDrechXO82mAWfPksRq-318972-AKMember Complain,rechXO82mAWfPksRq,no devices,0
Precertification Information Request Form (Commercial),,CHIR_IDrecU3Fw1pX99tWAtb-318973-AKPrecertificatio,recU3Fw1pX99tWAtb,no devices,0
Provider Dispute Resolution Request (Commercial),,CHIR_IDrecP1BfwkHf3VAMmA-318974-AKProvider Disput,recP1BfwkHf3VAMmA,no devices,0
Provider Dispute Resolution Request (CA Commercial),,CHIR_IDrecVQmUxSEoeXpXFx-318975-CAProvider Disput,recVQmUxSEoeXpXFx,no devices,0
Practitioner and Provider Complaint and Appeal Request (Commercial),,CHIR_IDreckwzX3lBQdirz4e-318977-AKPractitioner an,reckwzX3lBQdirz4e,no devices,0
Washington Utilization Management and Exception Process (WA Commercial),,CHIR_IDrecd7bZLAnviC5Xgp-318980-WAWashington Util,recd7bZLAnviC5Xgp,no devices,0
Infertility Program Patient Registration Form (Commercial),,CHIR_IDrecssMpVL9tKBDjQj-318984-AKInfertility Pro,recssMpVL9tKBDjQj,no devices,0
Aetna Health Exchange Plan OA Managed Choice (PPO) Drug List,,CHIR_IDreclpeYE0PzfV5Wv3-319782-AKAetna Health Ex,reclpeYE0PzfV5Wv3,non-implanted only,2
Antidiabetic Agents ST (Commercial),,CHIR_IDrecf97yIQpGiuwpBk-323399-AKAntidiabetic Ag,recf97yIQpGiuwpBk,no devices,0
"Antidiabetic GLP-1, GIP-GLP-1 Agonist",,CHIR_IDrecfMW3E7fj1DFV4e-323401-AKAntidiabetic GL,recfMW3E7fj1DFV4e,no devices,0
Continuous Glucose Monitor Sensors,,CHIR_IDrecV5UWnCX9KjXi2d-323529-AKContinuous Gluc,recV5UWnCX9KjXi2d,both implanted and non-implanted,10
